"url","provenance","qualification"
"http://gsmg.io/register?invite=0cVMlolnsaLaJ9iHubW8iQByWOjn3H2cnaDcJVe2qJnz4x482BcwZeZ0GnZlbi2N","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/register?refer","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/robots.txt","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/047e71b5ed84ab1300af","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/08f014d0b89fa4609f63","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/08f1dd696f15e7fbbc06","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/0a8c6c98668330843cfc","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/0e720ecfa3defc0d6e0c","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/159bb9cf0935c017b621","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/18dae1aae5f4b82e8adf","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/279126265702832d1900","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/27f75bcc43b29e95551a","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/2a1c3c985eaa6b2c69f6","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/2afc3c476fd2dad41e6b","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/2b4766f83163f92cb4fe.png","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/2f261f4647a30ec7b66e","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/2f8f346cfe14b9532f60","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/31a01feb08dbe97a9d9e","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/3ad379d818844dbf3daa","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/3d63251e6378b69a481f","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/3dbc30c7821044fe2d92","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/3ea841a2f0ea3dc85ee9","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/40ed2ab276ca36e46dcc","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/49218f9dd6a85b7149b0","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/4e2ec556cfa23e9ba32f","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/573e38a9481a18357f57","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/59d0f179378e1d23dd57","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/5ce269b7135d34e8144f","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/5eb06ea6136ebc7dc0e5","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/6253e03d03f5ffed8c5f","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/6586b0930512e3967099","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/68f13e4a47e6b4575ca4","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/6991a49c049cb0cb351d","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/6eb7a2746cf3ceae3f19","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/71f9032fac28d09b71e5","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/7310bcb38c21b1a8511b","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/74b0d8445f8042211aba","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/7882c6f90326dffd768a","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/7957553d3a4d9dfe8b14","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/7f23622c8cbc1684a19d","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/8077562a44ad8f38851e","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/8808a8c036110583bc6d","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/884f3120d36cca326cd8","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/8acc4aa35d3bdec679e3","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/8b2a4bfac7a7e0c08b41","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/8f30083e60fc953abe10","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/910701780962aaa27bcb","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/91b478e531c1f2ee25e2","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/924eeba4355deda8bc54","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/99202f706a2f60af166e","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/9b3723b15fc2f830c48d","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/9b7f7bb46f04e28047ea","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/9c718fae7506bfcd4173","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/9f5e0ca078aabf7ef71d","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/a48ce01698e82c3286fd","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/ab2981bba653155b80a4","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/b329f1c392708b075886","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/b4242514d610ca3384c5","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/b5eb3ae53f97d30d56a9","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/be0d1fdc58c61e52b346","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/c079107baa77ef0970e2","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/c6724b00971ed878c919","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/c6c20f9dd270bf5f0f01","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/d3234e9c2342564f06d6","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/d5e79ae39791ce517642","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/da5381e7a15fb7452713","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/e673d0110015c87b2551","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/eca651c3d793bb925ac7","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/f02ba784c89afa091626","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/fc4ea4e1e388846fdf2e","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/shared/ffb8ee224794e8512fb9","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/theseedisplanted","wayback|urlscan","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/theseedisplanted%29%5C%5Cn%5C","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/theseedisplanted%29%5Cu003cspan","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://gsmg.io/version.json","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/1955373-introduction-to-the-gsmg-platform","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/1959083-dashboard","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2011629-the-compounding-effect","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054620-adding-more-funds","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054738-dyor-do-your-own-research-on-markets-before-selecting-them","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054759-cost-averaging-is-a-long-term-strategy","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054830-exchange-account-on-bittrex","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054838-minimum-btc-eth-usdt-to-get-started","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054882-alts-can-also-be-used-to-start-trading-with-gsmg","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054896-how-to-connect-your-gsmg-account-to-bittrex-or-binance-and-start-trading-automagically","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054908-the-gsmg-fuel-system","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054914-is-manual-trading-on-the-exchange-account-used-by-the-gsmg-platform-possible","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054930-first-few-days-weeks-using-gsmg","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054953-i-have-profit-and-started-with-x-xx-btc-eth-but-my-account-value-is-down","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054962-does-it-sell-positions-at-a-loss","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054966-information-about-dashboard-stats","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2054985-how-do-the-basic-market-allocation-settings-work","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2055014-reporting-possible-issues-with-the-gsmg-platform","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2055026-what-exchanges-are-supported-and-will-there-be-more-added","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2055032-what-are-the-advanced-features-that-are-visible-per-selected-market-in-the-markets-menu-and-what-do-they-do","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2055095-the-how-to-setup-your-gsmg-account-with-bittrex","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2056477-ip-whitelisting-binance-only","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2207973-affiliate-and-friend-referral-programs","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2212926-quick-starting-guide-to-using-gsmg","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2227550-surplus-selling","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2227563-minimum-trade-profit-percentage","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2227566-max-buy-price","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2227579-trade-engine-aggressiveness","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2249938-tabtrader-for-android-how-to-set-it-up-for-gsmg","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/2506867-release-reserved-funds-removing-the-order-history","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/3316392-fractional-account-value","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/3470554-trailing-stop-loss-orders","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/3628355-minimum-funds-required-rule-of-thumb","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/4146917-generate-api-key-secret-on-binance","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/5524092-what-is-the-base-quote-currency","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/5627617-buy-entry-modulation","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/5627889-follow-gsmg-optimised-minimum-trade-profit-percentage","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/5628007-hodl-amount","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/5630464-adding-manual-buy-orders-to-the-order-history","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/5630507-what-are-surplus-funds","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/5638736-topping-up-your-gsmg-account","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/5894754-funding-health","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/6680418-buy-and-take-profit-suggestions","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/8025260-migrate-from-binance-to-huobi-or-bittrex","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/articles/8385314-huobi-create-an-api-key-for-trading-with-gsmg","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147161-gsmg-automated-trading-use-and-configuration","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147166-getting-started","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147174-other","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147188-step-by-step-how-to-guide","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147190-how-does-it-work","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147197-getting-started","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147205-dashboard-menu","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147207-things-to-consider-when-using-gsmg","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147215-market-settings","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147223-security","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147224-what-does-it-cost","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147232-quick-start-must-knows","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147240-advanced-settings","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/1147254-using-3rd-party-apps","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/en/collections/3687252-gsmg-insights-about","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/favicon.ico","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://help.gsmg.io/robots.txt","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://slack-invite.gsmg.io/","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://stats.gsmg.io/","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://stats.gsmg.io/favicon.ico","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://stats.gsmg.io/robots.txt","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://wishes.gsmg.io/","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://www.gsmg.io/","wayback|urlscan","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://www.gsmg.io/js/app.js?id=2da81fd7023750ca37a6","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"http://www.gsmg.io/robots.txt","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://alpha.gsmg.io/","wayback|urlscan","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://alpha.gsmg.io/4f7a1e4efe4bf6c5581e32505c019657cb7b030e90232d33f011aca6a5e9c081","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://alpha.gsmg.io/4f7a1e4efe4bf6c5581e32505c019657cb7b030e90232d33f011aca6a5e9c081?tr_uuid=20260708-1204-5927-8f04-1de03927a17e&fp=-7","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://alpha.gsmg.io/89727c598b9cd1cf8873f27cb7057f050645ddb6a7a157a110239ac0152f6a32","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://alpha.gsmg.io/cdn-cgi/images/cf-icon-browser.png","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://alpha.gsmg.io/cdn-cgi/images/cf-icon-cloud.png","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://alpha.gsmg.io/cdn-cgi/images/cf-icon-error.png","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://alpha.gsmg.io/cdn-cgi/images/cf-icon-ok.png","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://alpha.gsmg.io/cdn-cgi/images/cf-icon-server.png","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://alpha.gsmg.io/cdn-cgi/styles/main.css","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://alpha.gsmg.io/favicon.ico","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://alpha.gsmg.io/js/fingerprint/iife.min.js","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://api-staging.gsmg.io/","certificate-transparency-hostname-only","Inferred HTTPS root from a certificate name; no archived/public scan URL and no current DNS answer."
"https://api.gsmg.io/","certificate-transparency-hostname-only","Inferred HTTPS root from a certificate name; no archived/public scan URL and no current DNS answer."
"https://beta.gsmg.io/","wayback|urlscan","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
"https://beta.gsmg.io/.well-known/ai-plugin.json","wayback","Exact observed URL string; observation does not by itself prove unique or puzzle-bearing content."
